batch loss acc
0 1.3930 0.00
10 1.3383 50.00
20 1.4322 0.00
30 1.4382 0.00
40 1.3578 50.00
50 1.3974 25.00
60 1.3692 50.00
70 1.4145 25.00
80 1.2137 50.00
90 0.9747 75.00
100 0.6978 50.00
110 0.9947 50.00
120 2.4930 25.00
130 1.1635 25.00
140 1.4441 0.00
150 0.4393 100.00
160 0.8161 50.00
170 0.9455 50.00
180 0.7683 50.00
190 1.0630 50.00
200 1.0072 25.00
210 0.7950 50.00
220 0.2750 75.00
230 0.1249 100.00
240 0.0127 100.00
250 0.0074 100.00
260 0.0091 100.00
270 0.0100 100.00
280 0.0019 100.00
290 0.1341 100.00
300 0.0003 100.00
310 0.0002 100.00
320 0.0008 100.00
330 0.0473 100.00
340 0.0005 100.00
350 0.0013 100.00
360 0.0004 100.00
370 0.0002 100.00
380 0.0051 100.00
390 0.0002 100.00
400 0.0018 100.00
410 0.0010 100.00
420 0.0093 100.00
430 0.0003 100.00
440 0.0006 100.00
450 0.0003 100.00
460 0.0021 100.00
470 0.0003 100.00
480 0.0001 100.00
490 0.0003 100.00
500 0.0006 100.00
510 0.0002 100.00
520 0.0007 100.00
530 0.0012 100.00
540 0.0005 100.00
550 0.0001 100.00
560 0.0008 100.00
570 0.0010 100.00
580 0.0001 100.00
590 0.0001 100.00
600 0.0005 100.00
610 0.0001 100.00
620 0.0001 100.00
630 0.0003 100.00
640 0.0004 100.00
650 0.0002 100.00
660 0.0001 100.00
670 0.0001 100.00
680 0.0001 100.00
690 0.0002 100.00
700 0.0001 100.00
710 0.0000 100.00
720 0.0005 100.00
730 0.0001 100.00
740 0.0002 100.00
750 0.0003 100.00
760 0.0002 100.00
770 0.0001 100.00
780 0.0001 100.00
790 0.0001 100.00
800 0.0002 100.00
810 0.0001 100.00
820 0.0001 100.00
830 0.0001 100.00
840 0.0001 100.00
850 0.0003 100.00
860 0.0002 100.00
870 0.0001 100.00
880 0.0000 100.00
890 0.0015 100.00
900 0.0001 100.00
910 0.0002 100.00
920 0.0001 100.00
930 0.0001 100.00
940 0.0001 100.00
950 0.0001 100.00
960 0.0001 100.00
970 0.0000 100.00
980 0.0001 100.00
990 0.0001 100.00
1000 0.0000 100.00
1010 0.0001 100.00
1020 0.0002 100.00
1030 0.0000 100.00
1040 0.0001 100.00
1050 0.0000 100.00
1060 0.0001 100.00
1070 0.0006 100.00
1080 0.0001 100.00
1090 0.0000 100.00
1100 0.0001 100.00
1110 0.0003 100.00
1120 0.0000 100.00
1130 0.0000 100.00
1140 0.0000 100.00
1150 0.0001 100.00
1160 0.0001 100.00
1170 0.0000 100.00
1180 0.0001 100.00
1190 0.0000 100.00
1200 0.0000 100.00
1210 0.0001 100.00
1220 0.0000 100.00
1230 0.0000 100.00
1240 0.0000 100.00
1250 0.0000 100.00
1260 0.0001 100.00
1270 0.0000 100.00
1280 0.0001 100.00
1290 0.0001 100.00
1300 0.0001 100.00
1310 0.0000 100.00
1320 0.0000 100.00
1330 0.0000 100.00
1340 0.0000 100.00
1350 0.0000 100.00
1360 0.0001 100.00
1370 0.0001 100.00
1380 0.0000 100.00
1390 0.0000 100.00
1400 0.0000 100.00
1410 0.0000 100.00
1420 0.0000 100.00
1430 0.0000 100.00
1440 0.0000 100.00
1450 0.0000 100.00
1460 0.0000 100.00
1470 0.0000 100.00
1480 0.0000 100.00
1490 0.0000 100.00
1500 0.0000 100.00
1510 0.0000 100.00
1520 0.0000 100.00
1530 0.0000 100.00
1540 0.0000 100.00
1550 0.0000 100.00
1560 0.0000 100.00
1570 0.0000 100.00
1580 0.0000 100.00
1590 0.0000 100.00
1600 0.0000 100.00
1610 0.0000 100.00
1620 0.0000 100.00
1630 0.0000 100.00
1640 0.0000 100.00
1650 0.0000 100.00
1660 0.0000 100.00
1670 0.0000 100.00
1680 0.0000 100.00
1690 0.0000 100.00
1700 0.0001 100.00
1710 0.0000 100.00
1720 0.0000 100.00
1730 0.0000 100.00
1740 0.0000 100.00
1750 0.0000 100.00
1760 0.0000 100.00
1770 0.0000 100.00
1780 0.0000 100.00
1790 0.0000 100.00
1800 0.0000 100.00
1810 0.0000 100.00
1820 0.0000 100.00
1830 0.0000 100.00
1840 0.0001 100.00
1850 0.0001 100.00
1860 0.0000 100.00
1870 0.0000 100.00
1880 0.0000 100.00
1890 0.0001 100.00
1900 0.0000 100.00
1910 0.0000 100.00
1920 0.0001 100.00
1930 0.0000 100.00
1940 0.0000 100.00
1950 0.0000 100.00
1960 0.0000 100.00
1970 0.0000 100.00
1980 0.0000 100.00
1990 0.0000 100.00
2000 0.0000 100.00
2010 0.0000 100.00
2020 0.0000 100.00
2030 0.0001 100.00
2040 0.0000 100.00
2050 0.0000 100.00
2060 0.0000 100.00
2070 0.0000 100.00
2080 0.0000 100.00
2090 0.0000 100.00
2100 0.0000 100.00
2110 0.0000 100.00
2120 0.0000 100.00
2130 0.0000 100.00
2140 0.0000 100.00
2150 0.0000 100.00
